,incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
7895,842992821,II1800471,04/15/2018 04:34:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER RECOGNIZED A WANTED SUBJECT THAT WAS A FRONT SEAT PASSENGER IN A VEHICLE. SUBJECT HAD A VALID JUVENILE WARRANT OF APPREHENSION (FOR THE CRIMINAL OFFENSE OF MOB ACTION NO BOND). OFFICER ACTIVATED THE SQUAD CARS EMERGENCY LIGHTS AND CONDUCTED AN INVESTIGATORY TRAFFIC STOP. THE DRIVER (THE JUVENILES MOTHER) AND THE VEHICLE WERE LATER RELEASED F ROM THE SCENE. THE JUVENILE WAS ARRESTED AND TRANSPORTED TO JDC. JUVENILE ARRESTEE WAS ISSUED A UIPD CITIZEN RECEIPT AT,,MAIN STREET & N. CHESTNUT STREET,,URBANA,IL,,,40.1174,-88.2407,04/18/2018 02:02:10 PM,04/18/2018 02:02:13 PM,POINT (-88.2407 40.1174),16,Sunday,Other,
7896,843188733,II1800476,04/16/2018 09:15:00 PM,[UIPD] ASSIST OTHER POLICE DEPT,"ASSIST OTHER POLICE DEPT <BR/><BR/>OFFICER RESPONDED TO THE ILLINI UNION BOOKSTORE TO MEET WITH A UNIVERSITY STAFF MEMBER REGARDING A STOLEN LAPTOP FROM BLOOMINGTON, ILLINOIS.",,800 Block WRIGHT ST S,,URBANA,IL,,,40.1085,-88.2292,04/20/2018 07:02:16 PM,04/20/2018 07:02:53 PM,POINT (-88.2292 40.1085),21,Monday,Other,206477.0
7902,877825826,II1801060,09/12/2018 12:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET WITH IL DL INSIDE,,600 Block DANIEL ST E,,URBANA,IL,,,40.1081,-88.2295,09/15/2018 05:02:02 PM,09/15/2018 05:03:04 PM,POINT (-88.2295 40.1081),0,Wednesday,Other,206477.0
7903,877891611,II1801064,09/12/2018 03:30:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> RP LOST BLACK WALLET CONTAINING HIS DRIVER'S LICENSE,,200 Block PEABODY DR E,,URBANA,IL,,,40.1006,-88.236,09/16/2018 07:02:02 PM,09/16/2018 07:02:23 PM,POINT (-88.236 40.1006),15,Wednesday,Other,206477.0
7904,878431064,II1800960,08/29/2018 04:00:00 PM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY <BR/><BR/>WHEN THE REPORTING PERSON RETURNED TO HER VEHICLE SHE DISCOV ERED THAT A MATTRESS HAD BEEN THROWN ON TOP OF IT. THE VEHIC LE SUSTAINED MINOR DAMAGE.,,DANIEL ST E & S FOURTH STREET,,URBANA,IL,,,40.1082,-88.2332,09/19/2018 06:02:10 PM,09/19/2018 06:02:40 PM,POINT (-88.2332 40.1082),16,Wednesday,Property Crime,206477.0
7905,878431062,II1801075,09/04/2018 11:00:00 AM,[UIPD] DISORDERLY CONDUCT-ALL OTHER,DISORDERLY CONDUCT-ALL OTHER <BR/><BR/>UIPD WAS NOTIFIED OF SEVERAL INCIDENTS IN THE CAMPUS AREA WH ERE A MALE SUBJECT HAS BEEN APPROACHING FEMALES WALKING ALON E MAKING THEM FEEL UNCOMFORTABLE.,,GREEN ST W & MATHEWS STREET,,URBANA,IL,,,40.1095,-88.2273,09/19/2018 06:02:10 PM,09/19/2018 06:02:31 PM,POINT (-88.2273 40.1095),11,Tuesday,Disorder,206477.0
7906,843733367,II1800504,04/24/2018 12:24:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>UIPD WAS REQUESTED TO ASSIST IN LOCATING AN INTOXICATED SUBJ ECT THAT REPORTEDLY CRASHED THEIR CAR. THE SUBJECT CAME TO T HE SCENE OF THEIR OWN VIOLATION AND WAS DETERMINED TO HAVE B EEN OPERATING THE VEHICLE UNDER THE INFLUENCE. SUBJECT WAS ARRESTED FOR DUI.,,SECOND ST S & HEALEY ST,,URBANA,IL,61820.0,,40.1114448,-88.23705939999998,04/24/2018 07:02:08 PM,04/24/2018 07:02:42 PM,POINT (-88.23705939999999 40.1114448),0,Tuesday,Other,206477.0
7907,878414075,II1801047,09/13/2018 10:50:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST PROPERTY REPORT OF MACBOOK AIR,,500 Block ARMORY AVE E,,URBANA,IL,,,40.1047,-88.2319,09/19/2018 01:02:08 PM,09/19/2018 01:02:59 PM,POINT (-88.2319 40.1047),10,Thursday,Other,206477.0
7908,878414073,II1801069,09/17/2018 01:20:00 PM,[UIPD] BATTERY,BATTERY <BR/><BR/>DEPARTMENT OF ECONOMICS STAFF MEMBER REPORTED SHE WAS THE VI CTIM OF A BATTERY BY A PROFESSOR,,1400 Block GREGORY DR W,,URBANA,IL,,,40.1036,-88.2283,09/19/2018 01:02:08 PM,09/19/2018 01:02:44 PM,POINT (-88.2283 40.1036),13,Monday,Assault,206477.0
7909,878414074,II1801070,09/17/2018 03:18:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL <BR/><BR/>A FEMALE WAS ISSUED A STATE NOTICE TO APPEAR FOR THE CHARGE OF RETAIL THEFT.,,WRIGHT ST S & DANIEL ST,,URBANA,IL,,,40.1083,-88.2292,09/19/2018 01:02:08 PM,09/19/2018 01:02:43 PM,POINT (-88.2292 40.1083),15,Monday,Theft,206477.0
7910,878431061,II1801077,09/18/2018 01:45:00 AM,[UIPD] DECEPTIVE PRACTICES,DECEPTIVE PRACTICES <BR/><BR/>VICTIM REPORTED THAT HE WAS BEING EXTORTED VIA SKYPE AFTER A N ONLINE VIDEO-SEX ENCOUNTER.,,1200 Block FOURTH ST S,,URBANA,IL,,,40.104,-88.234,09/19/2018 06:02:10 PM,09/19/2018 06:02:34 PM,POINT (-88.234 40.104),1,Tuesday,Theft,206477.0
7911,846408545,II1800551,04/24/2018 12:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> A WALLET WAS LOST AT WALMART IN CHAMPAIGN.,,2600 Block N PROSPECT AV,,URBANA,IL,,,40.1472,-88.2547,05/02/2018 02:02:10 PM,05/02/2018 02:02:47 PM,POINT (-88.2547 40.1472),12,Tuesday,Other,
7912,844132719,II1800508,04/25/2018 02:29:00 AM,[UIPD] BATTERY-AGGRAVATED,"BATTERY-AGGRAVATED <BR/><BR/>APPROXIMATELY EIGHT SUBJECT WERE INVOLVED IN A FIGHT AT THE INTERSECTION OF FIFTH ST AND JOHN ST, CHAMPAIGN, IL. MULTIPL E SUBJECTS WERE SPRAYED WITH OC SPRAY TO STOP THE FIGHT. THE SUBJECTS WERE DECONTAMINATED BY MEDICAL PERSONNEL AND RELEA SED FROM THE SCENE.",,JOHN ST E & FIFTH,,URBANA,IL,,,40.1096,-88.2301,04/27/2018 01:02:14 PM,04/27/2018 01:03:07 PM,POINT (-88.2301 40.1096),2,Wednesday,Assault,206477.0
7913,844963663,II1800516,04/26/2018 07:54:00 AM,[UIPD] OPERATE UNINSURED MOTOR VEHICLE,OPERATE UNINSURED MOTOR VEHICLE <BR/><BR/>OFFICER CONDUCTED A TRAFFIC STOP ON A VEHICLE FOR EXPIRED REGISTRATION. THE DRIVER DETERMINED TO BE INVALID AND DID NOT HAVE INSURANCE. THE VEHICLE WAS TOWED.,,FIRST ST S & SPRINGFIELD AVE,,URBANA,IL,,,40.1126,-88.2387,04/28/2018 06:02:02 PM,04/28/2018 06:02:03 PM,POINT (-88.2387 40.1126),7,Thursday,Traffic,206477.0
7914,844132717,II1800517,04/26/2018 09:20:00 AM,[UIPD] BURGLARY FROM MOTOR VEHICLE,BURGLARY FROM MOTOR VEHICLE <BR/><BR/> ITEM STOLEN FROM AN UNLOCKED VEHICLE IN PARKING LOT.,,2300 Block FIRST ST S,,URBANA,IL,,,40.0843,-88.23700000000001,04/27/2018 01:02:14 PM,04/27/2018 01:03:08 PM,POINT (-88.237 40.0843),9,Thursday,Theft from Vehicle,206477.0
7915,844963664,II1800529,04/27/2018 11:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST PROPERTY REPORT,,600 Block S WRIGHT ST,,URBANA,IL,,,40.1076,-88.2285,04/28/2018 06:02:02 PM,04/28/2018 06:02:03 PM,POINT (-88.2285 40.1076),11,Friday,Other,206477.0
7916,848448859,II1800557,04/27/2018 11:00:00 AM,[UIPD] DISORDERLY CONDUCT-ALL OTHER,DISORDERLY CONDUCT-ALL OTHER <BR/><BR/>A STUDENT PROGRAM ADVISOR WAS TAKING DOWN FLYERS PER UNIVERS ITY POLICY. THE STUDENT WAS APPROACHED BY A SUBJECT WHO RECO RDED FOLLOWED AND TRIED TO COME IN CONTACT WITH THE STUDENT. THE STUDENT WAS ALARMED AND DISTURBED BY HIS BEHAVIOR,,1000 Block GREGORY DR,,URBANA,IL,,,40.1041,-88.221,05/03/2018 11:02:13 AM,05/03/2018 11:02:13 AM,POINT (-88.221 40.1041),11,Friday,Disorder,206477.0
7917,845016009,II1800533,04/28/2018 10:11:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET,,200 Block PEABODY DR,,URBANA,IL,,,40.1023,-88.2351,04/29/2018 01:02:02 PM,04/29/2018 01:02:43 PM,POINT (-88.2351 40.1023),10,Saturday,Other,206477.0
7918,877825827,II1801056,09/13/2018 04:40:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET,,W GREEN ST & ORCHARD,,URBANA,IL,,,40.1106,-88.2145,09/15/2018 05:02:02 PM,09/15/2018 05:02:40 PM,POINT (-88.2145 40.1106),16,Thursday,Other,206477.0
7919,877891610,II1801062,09/14/2018 09:10:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> RP REPORTED HER BELONGINGS LOST,,200 Block PEABODY DR E,,URBANA,IL,,,40.1006,-88.236,09/16/2018 07:02:02 PM,09/16/2018 07:02:02 PM,POINT (-88.236 40.1006),9,Friday,Other,206477.0
7920,878034055,II1801067,09/16/2018 09:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/>LOST WALLET WHILE BIKING ***RP FOUND HER WALLET 9/17/18***,,1100 Block SPRINGFIELD,,URBANA,IL,,,40.113,-88.2235,09/17/2018 06:02:04 PM,09/17/2018 06:03:33 PM,POINT (-88.2235 40.113),21,Sunday,Other,206477.0
7921,878489054,II1801084,09/19/2018 09:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET,,400 Block E JOHN ST,,URBANA,IL,,,40.1087,-88.2328,09/20/2018 01:02:10 PM,09/20/2018 01:02:47 PM,POINT (-88.2328 40.1087),9,Wednesday,Other,206477.0
7922,878604232,II1801087,09/20/2018 09:25:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED <BR/><BR/>VICTIM WAS BATTERED WHILE WALKING DOWN SIDEWALK. VICTIM POSITIVELY IDENTIFIED OFFENDER AT SHOW-UP AND OFFENDER WAS ARRESTED.,,FLORIDA AVE W & MARYLAND DR,,URBANA,IL,,,40.1006,-88.2242,09/21/2018 05:02:14 PM,09/21/2018 05:02:15 PM,POINT (-88.2242 40.1006),9,Thursday,Assault,206477.0
7923,878604234,II1801090,09/20/2018 01:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET AND CONTENTS,,400 Block MATHEWS AV N,,URBANA,IL,,,40.1158,-88.2274,09/21/2018 05:02:14 PM,09/21/2018 05:02:15 PM,POINT (-88.2274 40.1158),13,Thursday,Other,206477.0
7924,878879317,II1801092,09/20/2018 09:39:00 PM,[UIPD] RECKLESS DRIVING,RECKLESS DRIVING <BR/><BR/>OFFICERS ATTEMPTED TO STOP VEHICLE FOR EQUIPMENT VIOLATION.V EHICLE FLED FROM OFFICERS.OFFICERS WERE UNABLE TO LACATE VEH ICLE.,,LINCOLN AVE & PENNSYLVANIA AVE W,,URBANA,IL,,,40.1006,-88.2191,09/24/2018 05:02:05 PM,09/24/2018 05:02:38 PM,POINT (-88.2191 40.1006),21,Thursday,Traffic,206477.0
7925,846408551,II1800559,05/02/2018 01:04:00 AM,[UIPD] BATTERY-DOMESTIC,BATTERY-DOMESTIC <BR/><BR/>OFFICERS ARRESTED TWO INDIVIDUALS FOR DOMESTIC BATTERY IN TH E ALLEYWAY AT 59 E GREEN ST.,,BLK OF GREEN ST E,,URBANA,IL,,,40.1099,-88.2394,05/02/2018 02:02:10 PM,05/02/2018 02:02:47 PM,POINT (-88.2394 40.1099),1,Wednesday,Assault,206477.0
7926,878936042,II1801107,09/23/2018 02:00:00 PM,[UIPD] DECEPTIVE PRACTICES,DECEPTIVE PRACTICES <BR/><BR/>RP PAID CASH FOR AN APPLE WATCH THAT MAY HAVE BEEN STOLEN. SUSPECT INFORMATION.,,1200 Block FOURTH ST S,,URBANA,IL,,,40.1032,-88.234,09/24/2018 07:02:05 PM,09/24/2018 07:02:06 PM,POINT (-88.234 40.1032),14,Sunday,Theft,206477.0
7928,851974785,II1800592,04/25/2018 09:50:00 PM,[UIPD] DECEPTIVE PRACTICES,DECEPTIVE PRACTICES <BR/><BR/>OFFICERS RESPONDED TO THE NATIONAL CAR RENTAL COUNTER INSIDE WILLARD AIRPORT REFERENCE AN ATTEMPTED DECEPTIVE PRACTICE R EPORT,,BLK OF AIRPORT RD,,URBANA,IL,,,40.0364,-88.2638,05/08/2018 02:02:09 PM,05/08/2018 02:02:11 PM,POINT (-88.2638 40.0364),21,Wednesday,Theft,
7929,851367863,II1800560,05/02/2018 08:40:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> STUDENT LOST WALLET,,1300 Block GREEN ST W,,URBANA,IL,,,40.11,-88.226,05/07/2018 09:02:04 AM,05/07/2018 09:04:51 AM,POINT (-88.226 40.11),8,Wednesday,Other,206477.0
7930,851974784,II1800589,05/02/2018 04:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET,,500 Block E ARMORY AV,,URBANA,IL,,,40.1047,-88.2319,05/08/2018 02:02:09 PM,05/08/2018 02:02:11 PM,POINT (-88.2319 40.1047),16,Wednesday,Other,206477.0
7931,851367864,II1800564,05/03/2018 01:43:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>UIPD OFFICERS RESPONDED TO CANOPY CLUB AFTER UPD RADIOED FOR EMERGENCY POLICE ASSISTANCE .,,GOODWIN AVE S & OREGON,,URBANA,IL,,,40.11,-88.226,05/07/2018 09:02:04 AM,05/07/2018 09:04:51 AM,POINT (-88.226 40.11),1,Thursday,Other,206477.0
7932,851371568,II1800570,05/04/2018 12:40:00 AM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER INITIATED A TRAFFIC STOP FOR SPEEDING AND NO REGISTR ATION LIGHT. ONE SUBJECT WAS SUBSEQUENTLY ARRESTED ON AN OUT STANDING MCCLEAN COUNTY WARRANT.,,LINCOLN S & GREEN,,URBANA,IL,,,40.1105,-88.2239,05/07/2018 10:02:04 AM,05/07/2018 10:02:54 AM,POINT (-88.2239 40.1105),0,Friday,Other,206477.0
7933,851373092,II1800584,05/05/2018 09:32:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER RECOGNIZED SUBJECT. SUBJECT HAD TWO ACTIVE CHAMPAIGN COUNTY WARRANTS (BOTH FOR FAILURE TO APPREAR ON THE OFFENSE OF BURGLARY). SUBJECT WAS ARRESTED AND TRANSPORTED TO CCSO WITHOUT INCIDENT.,,1100 Block OREGON ST W,,URBANA,IL,,,40.1069,-88.2234,05/07/2018 11:02:04 AM,05/07/2018 11:02:05 AM,POINT (-88.2234 40.1069),21,Saturday,Other,206477.0
7934,851375044,II1800585,05/06/2018 02:31:00 PM,[UIPD] TRESPASS NOTICE,TRESPASS NOTICE <BR/><BR/>A SUBJECT WITH KNOWN CRIMINAL HISTORY AND MULTIPLE TRESPASS NOTICES RETURNED TO THE CAMPUS AREA. SUBJECT WAS ISSUED A NEW TRESPASS NOTICE.,,GREEN ST W & WRIGHT,,URBANA,IL,,,40.1093,-88.2285,05/07/2018 12:02:05 PM,05/07/2018 12:04:08 PM,POINT (-88.2285 40.1093),14,Sunday,Other,206477.0
7935,853527841,II1800599,05/08/2018 12:01:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/>VICTIM LOST WALLET AT UNKNOWN LOCATION. LAST RECALLS HAVING IT AT ESB.,,1100 Block SPRINGFIELD,,URBANA,IL,,,40.1125,-88.2226,05/10/2018 01:02:13 PM,05/10/2018 01:02:15 PM,POINT (-88.2226 40.1125),0,Tuesday,Other,206477.0
7936,853601962,II1800610,05/10/2018 05:09:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER RECOGNIZED SUBJECT. SUBJECT HAD A VALID CCSO WARRANT . SUBJECT WAS ARRESTED AND TRANSPORTED TO CCSO. UIPD CITIZEN RECEIPT WAS ISSUED AT CCSO,,BLK OF UNIVERSITY E,,URBANA,IL,,,40.1159,-88.2411,05/11/2018 12:02:16 PM,05/11/2018 06:02:20 PM,POINT (-88.2411 40.1159),17,Thursday,Other,
7937,879054338,II1801081,09/18/2018 03:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/>LOST WALLET. RP LAST SAW WALLET AT BEVIER HALL. RP THEN WALK ED TO THE LOOMIS LAB FOR CLASS IN ROOM 141. THEN RP WALKED D OWN GREEN STREET TO SIXTH/JOHN TO GET ON THE SHUTTLE & NOTIC ED THE WALLET WAS MISSING.,,900 Block GOODWIN AVE S,,URBANA,IL,,,40.1046,-88.2243,09/25/2018 02:02:06 PM,09/25/2018 02:02:42 PM,POINT (-88.2243 40.1046),15,Tuesday,Other,206477.0
7938,879166237,II1801116,09/25/2018 08:35:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,"ASSIST OTHER POLICE DEPT <BR/><BR/>AT THE REQUEST OF THE UNIVERSITY OF NEBRASKA AT OMAHA DEPARTMENT OF PUBLIC SAFETY, A STOLEN SILVER MACBOOK PRO WAS RECOVERED FROM A UIUC STUDENT LIVING IN WARDALL HALL. THE UIUC STUDENT HAD PURCHASED IT THROUGH EBAY WITHOUT KNOWING IT WAS STOELN PROPERTY AT THE TIME.",,1000 Block ILLINOIS ST W,,URBANA,IL,,,40.1096,-88.2213,09/26/2018 01:02:09 PM,09/26/2018 01:02:39 PM,POINT (-88.2213 40.1096),8,Tuesday,Other,206477.0
7939,879166234,II1801118,09/25/2018 01:13:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> RP REPORTED LOST BOOKBAG,,1100 Block LINCOLN AVE S,,URBANA,IL,,,40.1027,-88.2199,09/26/2018 01:02:09 PM,09/26/2018 01:02:52 PM,POINT (-88.2199 40.1027),13,Tuesday,Other,206477.0
7940,879166238,II1801122,09/25/2018 09:47:00 PM,[UIPD] FOUND ARTICLES,FOUND ARTICLES <BR/><BR/> FOUND KEYS,,1100 Block GREGORY DR,,URBANA,IL,,,40.1044,-88.2219,09/26/2018 01:02:09 PM,09/26/2018 01:02:52 PM,POINT (-88.2219 40.1044),21,Tuesday,Other,206477.0
7941,853527839,II1800603,05/08/2018 07:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST WALLET AND CONTENTS,,800 Block WRIGHT S,,URBANA,IL,,,40.1083,-88.2292,05/10/2018 01:02:13 PM,05/10/2018 01:02:15 PM,POINT (-88.2292 40.1083),19,Tuesday,Other,206477.0
7942,853527843,II1800604,05/09/2018 06:50:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>SUBJECT MATCHED THE PHYSICAL DESCRIPTION OF A WANTED SUSPECT REGARDING A PAST U OF I CASE. IT WAS LATER DETERMINED THE S UBJECT WAS NOT THE WANTED SUSPECT REGARDING THE U OF I CASE BUT THE SUBJECT DID HAVE AN UNRELATED VALID CCSO WARRANT. SUBJECT WAS ARRESTED AND TRANSPORTED TO CCSO. UIPD CITIZEN R ECEIPT WAS ISSUED AT CCSO,,600 Block GOODWIN AVENUE S,,URBANA,IL,,,40.1082,-88.2243,05/10/2018 01:02:13 PM,05/10/2018 01:02:15 PM,POINT (-88.2243 40.1082),18,Wednesday,Other,206477.0
7955,879054339,II1801112,09/20/2018 10:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST ONE PLUS 3 CELL PHONE,,1100 Block GREEN ST W,,URBANA,IL,,,40.1108,-88.2236,09/25/2018 02:02:06 PM,09/25/2018 02:02:06 PM,POINT (-88.2236 40.1108),10,Thursday,Other,206477.0
7956,879054337,II1801113,09/20/2018 12:00:00 PM,[UIPD] LOST ARTICLES,"LOST ARTICLES <BR/><BR/>LOST WALLET ""CONTENTS TIED TOGETHER WITH HAIR TIE""",,1400 Block W GREEN ST,,URBANA,IL,,,40.1099,-88.2272,09/25/2018 02:02:06 PM,09/25/2018 02:02:42 PM,POINT (-88.2272 40.1099),12,Thursday,Other,206477.0
8261,854033534,II1800618,05/05/2018 05:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST CA DL,,E GREEN & THIRD,,URBANA,IL,,,40.1102,-88.2354,05/13/2018 01:02:05 PM,05/13/2018 01:02:37 PM,POINT (-88.2354 40.1102),17,Saturday,Other,206477.0
8358,854033535,II1800615,05/12/2018 05:06:00 AM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/>OFFICER STOPPED A SUSPICIOUS VEHICLE. DRIVER HAS A VALID PEORIA COUNTY WARRANT AND WAS ARRESTED.,,1100 Block GREGORY DR,,URBANA,IL,,,40.104,-88.2228,05/13/2018 01:02:05 PM,05/13/2018 01:02:07 PM,POINT (-88.2228 40.104),5,Saturday,Other,206477.0
8359,878936041,II1801105,09/22/2018 12:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST ICARD,,800 Block OREGON ST W,,URBANA,IL,,,40.1077,-88.2181,09/24/2018 07:02:05 PM,09/24/2018 07:02:06 PM,POINT (-88.2181 40.1077),12,Saturday,Other,206477.0
8360,879054340,II1801094,09/21/2018 10:50:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST IPHONE WHILE SKATEBOARDING,,1400 Block GREGORY DR,,URBANA,IL,,,40.1047,-88.2261,09/25/2018 02:02:06 PM,09/25/2018 02:02:06 PM,POINT (-88.2261 40.1047),10,Friday,Other,206477.0
8365,854172942,II1800623,05/02/2018 09:00:00 PM,[UIPD] LOST ARTICLES,"LOST ARTICLES <BR/><BR/>LOST PASSPORT (CHINA)- HAD PASSPORT WITH HIM TO TAKE FINAL. VICTIM LEFT EXAM AND FORGOT TO TAKE PASSPORT. WHEN HE RETURN ED THE NEXT DAY, HE COULD NOT FIND PASSPORT.",,1100 Block GREEN ST W,,URBANA,IL,,,40.1108,-88.2236,05/14/2018 08:02:06 PM,05/14/2018 08:02:07 PM,POINT (-88.2236 40.1108),21,Wednesday,Other,206477.0
8366,854172940,II1800624,05/12/2018 08:30:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/>LOST WALLET - VICTIM LEFT WALLET IN RESTROOM AT THE ARC ON 5 /12/18 AROUND 8:30 AM. VICTIM REALIZED WALLET WAS MISSING & RETURNED TO THE ARC AT 11:30 ON 5/12/18. WALLET WAS NOT IN R ESTROOM & NOT TURNED INTO FRONT DESK.,,200 Block PEABODY DR,,URBANA,IL,,,40.1006,-88.236,05/14/2018 08:02:06 PM,05/14/2018 08:02:07 PM,POINT (-88.236 40.1006),8,Saturday,Other,206477.0
8367,854172944,II1800622,05/13/2018 05:23:00 AM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE <BR/><BR/> OFFICER ARRESTED MAN WITH ACTIVE CHAMPAIGN COUNTY WARRANT,,1300 Block GREGORY DR,,URBANA,IL,,,40.1036,-88.2261,05/14/2018 08:02:06 PM,05/14/2018 08:02:07 PM,POINT (-88.2261 40.1036),5,Sunday,Other,206477.0
8368,854172941,II1800625,05/13/2018 11:00:00 AM,[UIPD] LOST ARTICLES,"LOST ARTICLES <BR/><BR/>LOST WALLET - AFTER ATTENDING EVENT AT KRANNERT, RP NOTICED HIS WALLET WAS MISSING. RP RE-TRACED STEPS BACK FROM HOTEL R OOM AND CHECKED LOST/FOUND AT KRANNERT, BUT DID NOT FIND THE WALLET. ***PROPERTY RECOVERED***",,500 Block GOODWIN AVE S,,URBANA,IL,,,40.108000000000004,-88.2231,05/14/2018 08:02:06 PM,05/14/2018 08:02:07 PM,POINT (-88.2231 40.108),11,Sunday,Other,206477.0
8369,879254764,II1801128,09/26/2018 08:21:00 PM,[UIPD] THEFT-RETAIL,"THEFT-RETAIL <BR/><BR/>ON WEDNESDAY 09/26/2018 AT APPROXIMATELY 20:21 HOURS, A SUSPECT WAS ISSUED A NOTICE TO APPEAR OR RETAIL THEFT FROM ILLINI UNION BOOKSTORE.",,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,09/27/2018 02:02:10 PM,09/27/2018 02:02:52 PM,POINT (-88.2292 40.1083),20,Wednesday,Theft,206477.0
8386,854235733,II1800632,04/26/2018 12:46:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>CPD HANDLED CALL FOR A POLICE INPERSONATOR IN THE CAMPUS DISTRICT. OFFICER EPLING #765 REQUESTED ALL AVAILABLE VIDEO OF THE SUSPECT. REFERENCE C18-3334,,300 Block GREEN ST E,,URBANA,IL,61802.0,,40.1107985,-88.20488809999998,05/15/2018 03:02:08 PM,05/15/2018 03:02:21 PM,POINT (-88.20488809999999 40.1107985),0,Thursday,Other,
8387,854235735,II1800630,05/11/2018 10:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES <BR/><BR/> LOST PASSPORT,,2000 Block ROUND BARN RD,,URBANA,IL,,,40.1118,-88.2803,05/15/2018 03:02:08 PM,05/15/2018 03:02:21 PM,POINT (-88.2803 40.1118),10,Friday,Other,
8388,854316464,II1800621,05/13/2018 12:45:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>OFFICERS RESPONDED TO THE 100 BLOCK OF ARMORY TO ASSIST CHAM PAIGN POLICE DEPARTMENT WITH THE SHOOTING OF ONE VICTIM. OFF ICERS RECOVERED SHELL CASINGS.,,ARMORY AV E & FIRST ST,,URBANA,IL,,,40.1096,-88.2942,05/16/2018 01:02:10 PM,05/16/2018 01:02:13 PM,POINT (-88.2942 40.1096),0,Sunday,Other,
8389,878883882,II1801098,09/22/2018 02:04:00 AM,[UIPD] BATTERY-DOMESTIC,BATTERY-DOMESTIC <BR/><BR/>HOUSING SECURITY REPORTED A VERBAL DOMESTIC THAT TURNED PHYS ICAL NEAR SHERMAN HALL. OFFICERS ARRIVED AND SPOKE WITH THE ALLEGED VICTIM WHO WOULD NOT GIVE A STATEMENT. THE SUSPECT F LED THE AREA PRIOR TO OFFICERS ARRIVING ON SCENE.,,900 Block FIFTH ST S,,URBANA,IL,,,40.1071,-88.2323,09/24/2018 06:02:05 PM,09/24/2018 06:03:28 PM,POINT (-88.2323 40.1071),2,Saturday,Assault,206477.0
