incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
728938394,II1501412,08/30/2015 03:39:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WHITE IPHONE 6 W/ FLORAL CASE,,200 Block E GREEN ST,,URBANA,IL,,,40.1099,-88.2356,08/31/2015 07:04:04 PM,08/31/2015 07:00:07 PM,POINT (-88.2356 40.1099),15,Sunday,Other,206477
729146515,II1501426,08/30/2015 11:50:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,200 Block BURWASH AV,,URBANA,IL,,,40.0728,-88.252,09/02/2015 06:49:03 PM,09/02/2015 06:45:06 PM,POINT (-88.252 40.0728),23,Sunday,Other,
731019885,II1501419,08/30/2015 11:55:00 PM,[UIPD] CANNABIS-POSS 30 GM & UNDER,CANNABIS-POSS 30 GM & UNDER        <BR/><BR/>OFFENDERS WERE IN POSSESSION OF CANNABIS AND DRUG PARAPHERNA LIA. STATE NOTICE TO APPEAR ISSUED TO EACH OFFENDER.,,200 Block PEABODY DR E,,URBANA,IL,,,40.1022,-88.2366,09/18/2015 03:34:02 PM,09/18/2015 03:30:02 PM,POINT (-88.2366 40.1022),23,Sunday,Drugs,206477
729146510,II1501420,08/31/2015 12:12:00 AM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE                   <BR/><BR/>SUBJECT WAS STOPPED FOR WALKING IN ROADWAY. HE WAS SUBSEQUEN TLY ARRESTED ON A DOUGLAS COUNTY WARRANT FOR CONTEMPT OF COU RT AND A CHAMPAIGN CITY WARRANT FOR POSSESSION OF DRUG PARAP HERNALIA.,,500 Block WHITE ST E,,URBANA,IL,,,40.1144,-88.2321,09/02/2015 06:49:03 PM,09/02/2015 06:45:06 PM,POINT (-88.2321 40.1144),0,Monday,Other,206477
729146513,II1501422,08/31/2015 10:44:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT OF BLACK URBAN SOUL BICYCLE,,1200 Block FIRST ST S,,URBANA,IL,,,40.1027,-88.2378,09/02/2015 06:49:03 PM,09/02/2015 06:45:06 PM,POINT (-88.2378 40.1027),10,Monday,Theft,206477
729453323,II1501469,09/04/2015 11:18:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET AT ROGER ADAMS LAB,,600 Block MATHEWS AV S,,URBANA,IL,,,40.1077,-88.2253,09/05/2015 05:04:03 PM,09/05/2015 05:00:05 PM,POINT (-88.2253 40.1077),23,Friday,Other,206477
834961037,II1800063,01/21/2018 02:04:00 AM,[UIPD] ASSIST OTHER POLICE DEPT,ASSIST OTHER POLICE DEPT <BR/><BR/>OFFICERS ASSISTED URBANA POLICE REPOND TO A SHOOTING INVOLVI NG MULTIPLE VICTIMS.,,SPRINGFIELD AVE W & BUSEY AVE,,URBANA,IL,,,40.1041,-88.221,02/23/2018 05:02:14 PM,02/23/2018 05:02:14 PM,POINT (-88.221 40.1041),2,Sunday,Other,206477
729993132,II1501424,08/31/2015 11:37:00 AM,[UIPD] THEFT OVER,THEFT OVER                         <BR/><BR/>UIPD OFFICERS INVESTIGATED A REPORTED THEFT OF U.S. CURRENCY THAT WAS STOLEN FROM A FOUND WALLET. THIS INCIDENT OCCURRED ON 08-30-2015. THE OFFENDER WAS IDENTIFIED AND LATER LOCATED . OFFENDER WAS ARRESTED AND TRANSPORTED TO CCSO. ARRESTEE WAS ISSUED A TRESPASS NOTICE FOR U OF I PROPERTY. THE WALLET WAS RETURNED TO THE OWNER. THE STOLEN U.S. CURRENCY WAS NOT RECOVERED.,,1400 Block GREEN S W,,URBANA,IL,,,40.113,-88.2232,09/10/2015 12:54:03 PM,09/11/2015 01:50:01 PM,POINT (-88.2232 40.113),11,Monday,Theft,206477
729453317,II1501446,08/31/2015 03:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,1300 Block GREEN ST W,,URBANA,IL,,,40.1107,-88.2261,09/05/2015 05:04:03 PM,09/05/2015 05:00:05 PM,POINT (-88.2261 40.1107),15,Monday,Other,206477
729146516,II1501428,08/31/2015 04:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,ARMORY & WRIGHT,,URBANA,IL,,,40.1055,-88.2289,09/02/2015 06:49:03 PM,09/02/2015 06:45:06 PM,POINT (-88.2289 40.1055),16,Monday,Other,206477
729140756,II1501436,08/31/2015 06:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST IPHONE,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,09/02/2015 05:44:03 PM,09/02/2015 05:40:06 PM,POINT (-88.2292 40.1083),18,Monday,Other,206477
729140754,II1501432,08/31/2015 10:17:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>A ROBBERY OCCURRED NEAR THE ENGINEERING SCIENCES BUILDING. T WO SUSPECTS WERE SUBSEQUENTLY ARRESTED.,,1100 Block W WESTERN AV,,URBANA,IL,,United States,40.1121908,-88.2206125,09/02/2015 05:44:03 PM,09/09/2015 02:27:30 PM,POINT (-88.2206125 40.1121908),22,Monday,Robbery,206477
729140753,II1501433,09/01/2015 02:40:00 AM,[UIPD] BURGLARY FROM MOTOR VEHICLE,BURGLARY FROM MOTOR VEHICLE        <BR/><BR/>MTD OBSERVED SUSPECT ENTERING VEHICLES. SUSPECT WAS LOCATED AND ARRESTED.,,COLOMBIA W & STATE,,URBANA,IL,,,40.1212,-88.2452,09/02/2015 05:44:03 PM,09/02/2015 05:40:06 PM,POINT (-88.2452 40.1212),2,Tuesday,Theft from Vehicle,
733669574,II1501781,09/01/2015 03:18:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/>SUBJECT CAME INTO POST I TO REPORT HER MICHIGAN DRIVERS LICE NSE AND CHASE DEBIT CARD HAD BEEN LOST,,200 Block GOODWIN AVE N,,URBANA,IL,,,40.1136,-88.2241,10/09/2015 04:34:05 PM,10/09/2015 04:30:02 PM,POINT (-88.2241 40.1136),15,Tuesday,Other,206477
729140760,II1501437,09/01/2015 04:07:00 PM,[UIPD] DISORDERLY CONDUCT-ALL OTHER,DISORDERLY CONDUCT-ALL OTHER       <BR/><BR/>UIPD OFFICERS RESPONDED TO A REPORTED DISORDERLY SUBJECT THA T WAS INSIDE MECHANICAL ENGINEERING BUILDING. THE SUBJECT WA S LOCATED OUTSIDE OF THE BUILDING AND ARRESTED. ARRESTEE WAS TRANSPORTED TO CCSO. ARRESTEE WAS ISSUED A TRESPASS NOTICE FOR U OF I PROPERTY. THE AWOW WAS COMPLETED.,,1200 Block GREEN STREET W,,URBANA,IL,,,40.1107,-88.2248,09/02/2015 05:44:03 PM,09/02/2015 05:40:06 PM,POINT (-88.2248 40.1107),16,Tuesday,Disorder,206477
729140759,II1501440,09/02/2015 12:47:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> RED BICYCLE STOLEN FROM THE GRAINGER LIBRARY BIKE RACKS.,,1300 Block SPRINGFIELD,,URBANA,IL,,,40.1124,-88.2269,09/02/2015 05:44:03 PM,09/02/2015 05:40:06 PM,POINT (-88.2269 40.1124),0,Wednesday,Theft,206477
729288750,II1501442,09/02/2015 05:51:00 AM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE                   <BR/><BR/> SUBJECT ARRESTED FOR MULTIPLE CHAMPAIGN COUNTY WARRANTS.,,ILLINOIS ST W & GREGORY,,URBANA,IL,,,40.1092,-88.2213,09/03/2015 04:14:03 PM,09/03/2015 04:10:05 PM,POINT (-88.2213 40.1092),5,Wednesday,Other,206477
729369083,II1501451,09/03/2015 01:15:00 AM,[UIPD] THEFT-RETAIL,"THEFT-RETAIL                       <BR/><BR/>OFFICERS OBSERVED SUSPICIOUS ACTIVITY AND MADE CONTACT WITH A SUBJECT WHO HAD BEEN RIDING IN THE STREET WITHOUT A LIGHT ON HIS BIKE WHEN REQUIRED. SUBJECT WAS SUBSEQUENTLY ARRESTED FOR FELONY THEFT, POSSESSION OF DRUG PARAPHERNALIA, AND POSSESSION OF HYPODERMIC SYRINGES.",,FOURTH ST & CLARK ST,,URBANA,IL,,,40.1173,-88.2338,09/04/2015 03:19:03 PM,09/04/2015 03:15:05 PM,POINT (-88.2338 40.1173),1,Thursday,Theft,
729453318,II1501453,09/03/2015 11:57:00 AM,[UIPD] THEFT-RETAIL,THEFT-RETAIL                       <BR/><BR/> INDIVIDUAL WAS ISSUED A STATE NTA FOR RETAIL THEFT.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,09/05/2015 05:04:03 PM,09/05/2015 05:00:05 PM,POINT (-88.2292 40.1083),11,Thursday,Theft,206477
729369084,II1501454,09/03/2015 12:30:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> RP REPORTED THEFT OF HER MOTORCYCLE PERMIT,,1400 Block GREGORY DR,,URBANA,IL,,,40.1043,-88.2283,09/04/2015 03:19:03 PM,09/04/2015 03:15:05 PM,POINT (-88.2283 40.1043),12,Thursday,Theft,206477
729453319,II1501456,09/03/2015 02:07:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL                       <BR/><BR/> AN INDIVIDUAL WAS ISSUED A STATE NTA FOR RETAIL THEFT.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,09/05/2015 05:04:03 PM,09/05/2015 05:00:05 PM,POINT (-88.2292 40.1083),14,Thursday,Theft,206477
729453320,II1501459,09/03/2015 02:09:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL                       <BR/><BR/> AN INDIVIDUAL WAS ISSUED A STATE NTA FOR RETAIL THEFT.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,09/05/2015 05:04:03 PM,09/05/2015 05:00:05 PM,POINT (-88.2292 40.1083),14,Thursday,Theft,206477
731170236,II1501601,09/03/2015 07:49:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST SINGAPORE PASSPORT,,600 Block E GREEN ST,,URBANA,IL,,,40.1105,-88.2301,09/20/2015 12:14:06 PM,09/20/2015 12:10:12 PM,POINT (-88.2301 40.1105),19,Thursday,Other,206477
729453322,II1501467,09/04/2015 10:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST CHINESE PASSPORT,,800 Block S WRIGHT ST,,URBANA,IL,,,40.1056,-88.2285,09/05/2015 05:04:03 PM,09/05/2015 05:00:05 PM,POINT (-88.2285 40.1056),10,Friday,Other,206477
729572724,II1501465,09/04/2015 12:57:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL                       <BR/><BR/> INDIVIDUAL WAS ISSUED A STATE NTA FOR RETAIL THEFT.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,09/07/2015 08:54:03 AM,09/07/2015 08:50:05 AM,POINT (-88.2292 40.1083),12,Friday,Theft,206477
730188921,II1501503,09/04/2015 01:30:00 PM,[UIPD] DISORDERLY CONDUCT-ALL OTHER,DISORDERLY CONDUCT-ALL OTHER       <BR/><BR/> SUBJECT MADE THREATENING COMMENTS TOWARDS ACQUAINTANCE.,,700 Block FIFTH ST S,,URBANA,IL,61820,,40.1102757,-88.2320392,09/11/2015 04:21:54 PM,09/11/2015 04:17:56 PM,POINT (-88.2320392 40.1102757),13,Friday,Disorder,206477
729453321,II1501466,09/04/2015 02:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,1400 Block W GREEN ST,,URBANA,IL,,,40.1099,-88.2272,09/05/2015 05:04:03 PM,09/05/2015 05:00:05 PM,POINT (-88.2272 40.1099),14,Friday,Other,206477
729572721,II1501474,09/04/2015 11:00:00 PM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY        <BR/><BR/>UNKNOWN PERSON THREW A ROCK THROUGH THE BACK WINDOW OF A TOY OTA MINI VAN PARKED IN THE DRIVEWAY. A ROCK WAS LOCATED ON THE GROUND NEXT TO THE VEHICLE,,FOURTH ST S & SPRINGFIELD,,URBANA,IL,,,40.1117,-88.2339,09/07/2015 08:54:03 AM,09/07/2015 08:50:05 AM,POINT (-88.2339 40.1117),23,Friday,Property Crime,206477
729572722,II1501482,09/05/2015 01:50:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/> THEFT OF BLUE GIANT BICYCLE,,1400 Block W GREEN ST,,URBANA,IL,,,40.1099,-88.2272,09/07/2015 08:54:03 AM,09/07/2015 08:50:05 AM,POINT (-88.2272 40.1099),1,Saturday,Theft,206477
729572719,II1501472,09/05/2015 02:18:00 AM,[UIPD] CANNABIS-POSS 30 GM & UNDER,CANNABIS-POSS 30 GM & UNDER        <BR/><BR/>A DRIVER WAS ARRESTED FOR DRIVING UNDER THE INFLUENCE OF DRU GS. A PASSENGER IN THE VEHICLE WAS ALSO ISSUED A STATE NOTIC E TO APPEAR FOR POSSESSION OF CANNABIS,,GREEN ST & LOCUST ST,,URBANA,IL,,,40.1102,-88.2422,09/07/2015 08:54:03 AM,09/07/2015 08:50:05 AM,POINT (-88.2422 40.1102),2,Saturday,Drugs,206477
729572720,II1501473,09/05/2015 02:30:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>AN ATTEMPTED ROBBER OCCURRED NEAR DORNER DRIVE AND GREGORY DRIVE.,,DORNER DR & GREGORY DR,,URBANA,IL,,,40.1042,-88.2219,09/07/2015 08:54:03 AM,09/08/2015 10:50:08 PM,POINT (-88.2219 40.1042),2,Saturday,Robbery,206477
729572723,II1501481,09/05/2015 03:00:00 PM,[UIPD] BATTERY-DOMESTIC,BATTERY-DOMESTIC                   <BR/><BR/>A DOMESTIC VIOLENCE INCIDENT WAS REPORTED TO POLICE. THE VIC TIM WAS RELOCATED TO A SECURE PLACE AND THE SUSPECT LATER AP PREHENDED.,,1100 Block GREEN ST W,,URBANA,IL,,,40.1105,-88.2223,09/07/2015 08:54:03 AM,09/07/2015 08:50:05 AM,POINT (-88.2223 40.1105),15,Saturday,Assault,206477
729674743,II1501489,09/05/2015 03:45:00 PM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/>VICTIM WAS PLAYING SOCCER AND LEFT HIS BACKPACK UNATTENDED O N 9/5. ON 9/7 HE NOTICED ALL OF HIS US CURRENCY IS MISSING F ROM HIS WALLET. EVERYTHING INCLUDING HIS CHINESE CURRENCY IS STILL THERE. A FRIEND OF HIS THAT WAS PLAYING SOCCER WITH HI M NOTICED HIS CASH WAS MISSING TOO.,,BLK OF GREGORY DR E,,URBANA,IL,,,40.1027,-88.2386,09/08/2015 06:44:03 PM,09/08/2015 06:40:05 PM,POINT (-88.2386 40.1027),15,Saturday,Theft,206477
729572725,II1501483,09/06/2015 12:14:00 AM,[UIPD] DRIVING UNDER THE INFL-ALCOHOL,DRIVING UNDER THE INFL-ALCOHOL     <BR/><BR/>A DRIVER WAS ARRESTED FOR DRIVING UNDER THE INFLUENCE OF ALC OHOL.,,BLK OF JOHN STREET E,,URBANA,IL,,,40.1102,-88.2403,09/07/2015 08:54:03 AM,09/07/2015 08:50:05 AM,POINT (-88.2403 40.1102),0,Sunday,Traffic,206477
730188928,II1501488,09/06/2015 11:36:00 PM,[UIPD] CANNABIS-POSS 30 GM & UNDER,CANNABIS-POSS 30 GM & UNDER        <BR/><BR/>MALE PASSENGER IN A VEHICLE STOP HAD SUSPECTED CANNABIS CONC EALED IN HIS UNDERWEAR.,,GREEN ST & MATHEWS AV S,,URBANA,IL,61801,,40.1105249,-88.2255941,09/11/2015 04:21:54 PM,09/11/2015 04:17:55 PM,POINT (-88.2255941 40.1105249),23,Sunday,Drugs,206477
730188930,II1501520,09/07/2015 02:30:00 PM,[UIPD] THEFT-MOTOR VEHICLE,THEFT-MOTOR VEHICLE                <BR/><BR/> SUBJECT REPORTED HIS CAR MISSING FROM THE PARKING LOT.,,700 Block GREGORY PL S,,URBANA,IL,61801,,40.1065086,-88.2212475,09/11/2015 04:21:54 PM,09/11/2015 04:17:55 PM,POINT (-88.2212475 40.1065086),14,Monday,Theft from Vehicle,206477
729993133,II1501492,09/08/2015 05:11:00 AM,[UIPD] TRESPASS-STATE SUPPORTED LAND,TRESPASS-STATE SUPPORTED LAND      <BR/><BR/>A SUBJECT WAS ARRESTED FOR CRIMINAL TRESPASS TO STATE SUPPOR TED PROPERTY.,,SPRINGFIELD AV & MATHEWS AVE,,URBANA,IL,,,40.113,-88.2259,09/10/2015 12:54:03 PM,09/11/2015 01:50:01 PM,POINT (-88.2259 40.113),5,Tuesday,Other,206477
730188931,II1501522,09/08/2015 08:00:00 AM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY        <BR/><BR/>OFFICER WAS DISPATCHED TO POST I IN REFERENCE TO A CRIMINAL DAMAGE THAT OCCURED TO A MOTORCYCLE IN E-31 PARKING LOT.,,BLK OF ARMORY AV E,,URBANA,IL,61820,,40.105402,-88.235534,09/11/2015 04:21:54 PM,09/11/2015 04:17:57 PM,POINT (-88.235534 40.105402),8,Tuesday,Property Crime,206477
730448473,II1501508,09/08/2015 09:30:00 AM,[UIPD] THEFT UNDER,THEFT UNDER                        <BR/><BR/>OFFICER RESPONDED TO THE PSYCHOLOGY BUILDING REFERENCE A THE FT REPORT,,600 Block DANIEL ST E,,URBANA,IL,,,40.1076,-88.2298,09/14/2015 07:19:01 PM,09/14/2015 07:15:02 PM,POINT (-88.2298 40.1076),9,Tuesday,Theft,206477
729993138,II1501507,09/08/2015 10:00:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET,,700 Block WRIGHT ST S,,URBANA,IL,,,40.1066,-88.2285,09/10/2015 12:54:03 PM,09/11/2015 01:50:01 PM,POINT (-88.2285 40.1066),10,Tuesday,Other,206477
729993135,II1501498,09/08/2015 12:57:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET AND CONTENTS,,1400 Block GREEN ST W,,URBANA,IL,,,40.1093,-88.2285,09/10/2015 12:54:03 PM,09/11/2015 01:50:01 PM,POINT (-88.2285 40.1093),12,Tuesday,Other,206477
729993134,II1501499,09/08/2015 01:18:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> VICTIM LOST CELL PHONE.,,1100 Block SPRINGFIELD,,URBANA,IL,,,40.113,-88.2232,09/10/2015 12:54:03 PM,09/11/2015 01:50:01 PM,POINT (-88.2232 40.113),13,Tuesday,Other,206477
729993137,II1501502,09/08/2015 02:20:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL                       <BR/><BR/> SUBJECT STOLE PORTFOLIO FOLDER FROM IUB.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,09/10/2015 12:54:03 PM,09/11/2015 01:50:01 PM,POINT (-88.2292 40.1083),14,Tuesday,Theft,206477
730185728,II1501506,09/08/2015 05:07:00 PM,[UIPD] CRIMINAL DAMAGE TO PROPERTY,CRIMINAL DAMAGE TO PROPERTY        <BR/><BR/>OFFICER INVESTIGATED A REPORTED DOMESTIC DISPUTE AND CRIMINA L DAMAGE TO PROPERTY THAT OCCURED AT THE SIEBEL CENTER. THE VICTIM AND OFFENDER ARE MARRIED AND LIVE AT THE SAME RESIDEN CE. BOTH PARTIES WERE ADVISED REGARDING THIS INCIDENT. THE WIFE IS NOT AFFILIATED WITH THE U OF I. SHE WAS ISSUED A TRE SPASS NOTICE FOR THE SIEBEL CENTER.,,200 Block GOODWIN AV,,URBANA,IL,,,40.1159,-88.2222,09/11/2015 03:29:02 PM,09/11/2015 03:25:03 PM,POINT (-88.2222 40.1159),17,Tuesday,Property Crime,206477
730185726,II1501528,09/08/2015 06:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> RP REPORTED SHE HAD LOST HER WALLET AND ALL CONTENTS INSIDE.,,1100 Block NEVADA ST W,,URBANA,IL,,,40.1061,-88.2234,09/11/2015 03:29:02 PM,09/11/2015 03:25:03 PM,POINT (-88.2234 40.1061),18,Tuesday,Other,206477
730517691,II1501511,09/09/2015 08:30:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>AN ARGUMENT AT A UIUC CONSTRUCTION SITE LED TO A MUTUAL COMB ATANT FIGHT. BOTH WORKERS WERE REMOVED FROM THE UIUC PROJECT AND REASSIGNED BY THEIR COMPANIES.,,1800 Block FIRST S,,URBANA,IL,,,40.0962,-88.2359,09/15/2015 05:49:01 PM,09/15/2015 05:45:02 PM,POINT (-88.2359 40.0962),8,Wednesday,Assault,206477
730188925,II1501513,09/09/2015 10:33:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/> PETITION FOR INVOLUNTARY ADMISSION,,900 Block OREGON ST W,,URBANA,IL,61801,,40.1070214,-88.2192408,09/11/2015 04:21:54 PM,09/11/2015 04:17:55 PM,POINT (-88.2192408 40.1070214),10,Wednesday,Other,206477
730188929,II1501516,09/09/2015 03:15:00 PM,[UIPD] THEFT-RETAIL,"THEFT-RETAIL                       <BR/><BR/>SUBJECT PAID FOR ONE BOOK AT THE ILLINI UNION BOOKSTORE, YET WALKED OUT THE DOOR WITH ANOTHER UNPAID BOOK IN HIS BOOK BA G.",,800 Block WRIGHT ST S,,URBANA,IL,61801,,40.1192921,-88.2287796,09/11/2015 04:21:54 PM,09/11/2015 04:17:55 PM,POINT (-88.2287796 40.1192921),15,Wednesday,Theft,
730188926,II1501523,09/09/2015 04:30:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> LOST WALLET WHILE AT SDRP IKENBERRY COMMONS,,300 Block GREGORY DR,,URBANA,IL,61820,,40.1041212,-88.2355079,09/11/2015 04:21:54 PM,09/11/2015 04:17:56 PM,POINT (-88.2355079 40.1041212),16,Wednesday,Other,206477
730274568,II1501526,09/09/2015 09:52:00 PM,[UIPD] CANNABIS-POSS 30 GM & UNDER,CANNABIS-POSS 30 GM & UNDER        <BR/><BR/>UIPD OFFICERS INVESTIGATED REPORTED DRUG ACTIVITY AT OGLESBY HALL. CONTACT WAS MADE WITH RESIDENTS. A SMALL AMOUNT OF MAR IJUANA AND TWO CONTROLLED SUBSTANCES WERE LOCATED. THESE ITE MS WERE SEIZED AS EVIDENCE. NO ARRESTS WERE MADE. NO CRIMINA L CHARGES WERE FILED. FORWARD THIS REPORT TO THE U OF I STUD ENT DISCIPLINARY BOARD FOR ANY FURTHER NEEDED ACTION(S).,,1000 Block COLLEGE COURT W,,URBANA,IL,,,40.0989,-88.2215,09/12/2015 07:44:01 PM,09/12/2015 07:40:02 PM,POINT (-88.2215 40.0989),21,Wednesday,Drugs,206477
730933433,II1501580,09/09/2015 11:00:00 PM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/>LOST ILLINOIS DRIVER'S LICENSE SOMEWHERE ON GREEN ST WHILE WALKING.,,FIRST ST & GREEN ST,,URBANA,IL,,,40.1102,-88.2387,09/17/2015 02:54:01 PM,09/17/2015 02:50:01 PM,POINT (-88.2387 40.1102),23,Wednesday,Other,206477
730274573,II1501532,09/10/2015 08:14:00 PM,[UIPD] TRESPASS NOTICE,TRESPASS NOTICE                    <BR/><BR/>UIPD OFFICERS RESPONDED TO A REPORTED FIGHT THAT OCCURRED AT THE KRANNERT CENTER. THE FIGHT WAS VERBAL AND PHYSICAL. NEI THER PERSONS INVOLVED WANTED TO PRESS CRIMINAL CHARGES. ONE OF THE OFFENDERS WAS ISSUED A TRESPASS NOTICE FOR U OF I PROPERTY. THIS OFFENDER WAS TRANSPORTED TO THE HOSPITAL TO R ECEIVE MEDICAL CARE FOR CHEST PAINS. THE OTHER OFFENDER INVO LVED WAS FI'D AND RELEASED.,,500 Block GOODWIN AVE S,,URBANA,IL,,,40.108,-88.2231,09/12/2015 07:44:01 PM,09/12/2015 07:40:03 PM,POINT (-88.2231 40.108),20,Thursday,Other,206477
730274565,II1501534,09/11/2015 02:45:00 AM,[UIPD] OTHER TROUBLE/INFO RPT,OTHER TROUBLE/INFO RPT             <BR/><BR/>OFFICERS RESPONDED TO ASSIST FIRE WITH A SUBJECT WHO HAD FALLEN OFF OF ROOF OF TALBOT LAB. VICTIM WAS TRANSPORTED TO CARLE HOSPITAL.,,WRIGHT ST S & HEALEY,,URBANA,IL,,,40.1119,-88.2283,09/12/2015 07:44:01 PM,09/12/2015 07:40:02 PM,POINT (-88.2283 40.1119),2,Friday,Other,206477
730274567,II1501536,09/11/2015 04:00:00 PM,[UIPD] THEFT-RETAIL,THEFT-RETAIL                       <BR/><BR/>RETAIL THEFT OCCURRED AT THE ILLINI UNION BOOKSTORE. THE OFF ENDER WAS APPREHENDED BY LOSS PREVENTION AND ISSUED A NOTICE TO APPEAR BY UIPD.,,800 Block WRIGHT ST S,,URBANA,IL,,,40.1083,-88.2292,09/12/2015 07:44:01 PM,09/12/2015 07:40:02 PM,POINT (-88.2292 40.1083),16,Friday,Theft,206477
730274571,II1501545,09/11/2015 05:00:00 PM,[UIPD] BURGLARY FROM MOTOR VEHICLE,BURGLARY FROM MOTOR VEHICLE        <BR/><BR/>A SUBJECT REPORTED ITEMS FROM HER CAR WERE TAKEN WITHOUT HER PERMISSION.,,DANIEL ST E & FIFTH ST,,URBANA,IL,,,40.1082,-88.2311,09/12/2015 07:44:01 PM,09/12/2015 07:40:02 PM,POINT (-88.2311 40.1082),17,Friday,Theft from Vehicle,206477
730274569,II1501537,09/11/2015 05:13:00 PM,[UIPD] WARRANT-IN STATE,WARRANT-IN STATE                   <BR/><BR/>OFFICER RECOGNIZED SUBJECT. SUBJECT HAD THREE VALID CHAMP AIGN CITY WARRANTS (FOR FAILURE TO APPEAR FOR THE OFFENSE OF SPECIFIC NOISE PROHIBITED). SUBJECT WAS ARRESTED AND TRANSPORTED TO CCSO.,,SECOND STREET S & WHITE STREET,,URBANA,IL,,,40.1144,-88.2371,09/12/2015 07:44:01 PM,09/12/2015 07:40:02 PM,POINT (-88.2371 40.1144),17,Friday,Other,206477
730274577,II1501546,09/11/2015 09:30:00 PM,[UIPD] BURGLARY FROM MOTOR VEHICLE,BURGLARY FROM MOTOR VEHICLE        <BR/><BR/>A BURGLARY TO MOTOR VEHICLE OCCURRED AT C-10 PARKING GARAGE. NO SUSPECT INFORMATION WAS AVAILABLE.,,500 Block DANIEL ST E,,URBANA,IL,,,40.1082,-88.2311,09/12/2015 07:44:01 PM,09/12/2015 07:40:02 PM,POINT (-88.2311 40.1082),21,Friday,Theft from Vehicle,206477
732544811,II1501704,09/12/2015 12:01:00 AM,[UIPD] LOST ARTICLES,LOST ARTICLES                      <BR/><BR/> RP LOST STATE ID WALKING ALONG SPRINGFIELD AND BUSEY,,SPRINGFIELD & BUSEY,,URBANA,IL,,,40.1128,-88.2178,09/30/2015 05:44:04 PM,09/30/2015 05:40:03 PM,POINT (-88.2178 40.1128),0,Saturday,Other,206477
