,incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
4093,472184613,II1401094,06/17/2014 09:53:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,"""MENTAL CASE-TRANSPORTATION         <BR/><BR/>UIPD RESPONDED TO A CHECK WELFARE CALL AT THE 700 BLOCK OF SOUTH WRIGHT STREET, URBANA. UPON CONTACT WITH ONE SUBJECT, HE WAS LATER TRANSPORTED TO PRESENCE HOSPITAL FOR MEDICAL ASSISTANCE.""",,700 Block WRIGHT ST S,,URBANA,IL,61801.0,,40.11837070000001,-88.2287625,06/22/2014 01:42:16 PM,06/22/2014 01:40:13 PM,POINT (-88.228762 40.118371),9,Tuesday,Other,
4105,480816931,II1401134,06/28/2014 07:05:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> BATTERY OCCURED AT TURF FIELDS ON FIRST AND STADIUM,,FIRST ST S & STADIUM DR,,URBANA,IL,61820.0,,40.102709999999995,-88.2386183,07/01/2014 03:52:19 PM,07/01/2014 03:50:20 PM,POINT (-88.238618 40.10271),19,Saturday,Assault,206477.0
4136,501665839,II1401215,07/18/2014 02:45:00 AM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>OFFICER STOPPED TO CHECK WELFARE ON INTOXICATED SUBJECT. SUB JECT INJURED HIMSELF AND WAS TRANSPORTED TO CARLE ER, WHERE HE BATTERED A NURSE.""",,GREEN ST E & FIFTH,,URBANA,IL,61820.0,,40.110284,-88.232058,07/22/2014 06:32:26 PM,07/22/2014 07:32:17 PM,POINT (-88.232058 40.110284),2,Friday,Assault,206477.0
4197,534136517,II1401372,08/22/2014 10:09:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER(S) INVESTIGATED THREE (3) SEPARATE REPORTS OF BATTER Y AND DISORDERLY CONDUCT THAT INVOLVED THE SAME SUSPECT. THE SUSPECT WAS IDENTIFIED AND ARRESTED. SUBJECT WAS TRANSPORTE D TO CCSO.,,700 Block SIXTH ST S,,URBANA,IL,,,40.1103,-88.2304,08/25/2014 04:07:35 PM,08/25/2014 04:28:07 PM,POINT (-88.2304 40.1103),22,Friday,Assault,206477.0
4265,548657910,II1401531,09/06/2014 02:13:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> OFFICER WITNESSED ARRESTEE PUNCH VICTIM IN THE FACE.,,700 Block GOODWIN AV S,,URBANA,IL,,,40.1065,-88.2237,09/09/2014 01:12:40 PM,09/09/2014 01:33:42 PM,POINT (-88.2237 40.1065),2,Saturday,Assault,206477.0
4302,555314061,II1401608,09/06/2014 12:01:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT REPORTED THAT HE WAS BATTERED WHILE WALKING ALONG TH E SIDEWALK,,100 Block ARMORY AVE E,,URBANA,IL,,,40.104,-88.2385,09/16/2014 03:07:43 PM,09/16/2014 03:29:34 PM,POINT (-88.2385 40.104),0,Saturday,Assault,206477.0
4347,566165797,II1401727,09/27/2014 01:01:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/> OFFENDER ATTEMPTED TO BATTER A UNIVERSITY EMPLOYEE,,400 Block DANIEL ST E,,URBANA,IL,,,40.1079,-88.2333,09/28/2014 01:32:46 PM,09/28/2014 01:37:18 PM,POINT (-88.2333 40.1079),1,Saturday,Assault,206477.0
4417,581857076,II1401868,10/13/2014 09:59:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>RO WAS BATTERED WHILE ATTEMPTING TO IDENTIFY A SUBJECT ON UI PROPERTY.,,500 Block PENNSYLVANIA AV W,,URBANA,IL,,,40.1006,-88.2317,10/15/2014 04:07:52 PM,10/15/2014 04:24:11 PM,POINT (-88.2317 40.1006),9,Monday,Assault,206477.0
4457,592856700,II1401982,10/25/2014 02:50:00 PM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>A HIGHLY INTOXICATED MALE WAS STOPPED BY OFFICER AFTER RECEIVING A REPORT THAT HE SPIT INTO A MOTOR VEHICLE WHILE IN TRAFFIC. THE MALE WAS UNCOOPERATIVE, COMBATIVE, AND RESISTED OFFICERS EFFORTS TO CHECK HIS WELFARE. MALE WAS TAKEN INTO CUSTODY RESULTING IN HIS NEED FOR MEDICAL ASSISTANCE.""",,KIRBY AVE & FOURTH ST,,URBANA,IL,,,40.1,-88.2352,10/26/2014 06:37:56 PM,10/26/2014 06:35:09 PM,POINT (-88.2352 40.1),14,Saturday,Assault,206477.0
4492,59530642,II1100223,02/12/2011 04:43:00 PM,[UIPD] UNLAWFUL POSS FIREARM & AMMUNITION,"""UNLAWFUL POSS FIREARM & AMMUNITION <BR/><BR/>STAND BY FOR SUBECT LISTED AS PETITIONER ON OP, TO REMOVE HE R BELONGINGS. RESPONDANT ARRESTED FOR UUW FOR HAVING A LARGE NUMBER OF LIVE AMMUNITION WITHOUT HAVING VALID FOID CARD. SU BJECT HAD A LARGE NUMBER OF REAL LOOING AIR SOFT AND PELLET GUNS AND SWORDS. AMMUNITION CONFISCATED AS EVIDENCE. RESPOND ANT SUBJECT ARRESTED FOR UUW AND TAKEN TO CCSO.""",,1800 Block VALLEY,,URBANA,IL,,,40.095339,-88.24935699999999,03/11/2011 08:00:07 PM,03/11/2011 08:12:28 PM,POINT (-88.249357 40.095339),16,Saturday,Weapons Offense,
4536,59647992,II1100419,03/09/2011 06:58:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>OFFICERS WERE DISPATCHED TO A MENTAL SUBJECT AT POST I.  IND IVIDUAL STATED HE FELT PEOPLE WERE FOLLOWING HIM AND HE WANT ED SOMEONE TO HELP.  HE WAS VOLUNTARILY TRANSPORTED AND ADMI TTED TO PROVENA HOSPITAL.,,1100 Block SPRINGFIELD W,,URBANA,IL,,,40.112777,-88.222462,03/14/2011 03:40:02 PM,03/14/2011 03:40:17 PM,POINT (-88.222462 40.112777),18,Wednesday,Other,206477.0
4554,596584045,II1402027,10/28/2014 08:00:00 AM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>INDIVIDUAL WAS TRANSPORTED TO PRESENCE HOSPITAL FOR AN INVOL UNTARY ADMISSION.,,1200 Block FIRST ST S,,URBANA,IL,,,40.102,-88.2378,10/30/2014 06:23:35 PM,10/30/2014 06:20:58 PM,POINT (-88.2378 40.102),8,Tuesday,Other,206477.0
4606,612622208,II1402156,11/15/2014 11:34:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>INTOXICATED UNDERAGED SUBJECT SPIT IN THE PARAMEDICS FACE AF TER BEING TAKEN OUT OF THE FOOTBALL GAME BECAUSE SHE PASSED OUT.,,1400 Block FIRST ST S,,URBANA,IL,,,40.1,-88.2352,11/17/2014 04:23:39 PM,11/17/2014 04:24:22 PM,POINT (-88.2352 40.1),11,Saturday,Assault,206477.0
4692,62007558,II1100552,04/05/2011 02:08:00 AM,[UIPD] CARRYING OUT OF PREMISE,"""CARRYING OUT OF PREMISE            <BR/><BR/>NTA ISSUED - OFFENDER HAD A CLEAR PLASTIC CUP WITH A CLEAR F LUID IN IT.  HE WAS ASKED WHAT WAS IN IT AND HE SAID VODKA & SPRITE"""".  HE WAS TOLD TO DUMP IT OUT.  HE SAID """"I AM 23. C AN I DRINK IT?"""" OFCR TOLD HIM NO & TO DUMP IT OUT. HE TURNED AWAY FROM OFFICER & DRANK OUT OF THE CUP THEN DUMPED THE RE ST OUT.                                                                                                                                                                                                          """"""",,700 Block FIFTH ST S,,URBANA,IL,,,40.110209000000005,-88.232056,04/08/2011 12:25:02 PM,04/08/2011 06:56:07 PM,POINT (-88.232056 40.110209),2,Tuesday,Liquor,206477.0
4695,62007561,II1100577,04/07/2011 11:30:00 PM,[UIPD] ARSON-AGGRAVATED,ARSON-AGGRAVATED                   <BR/><BR/>SUBJECT LIT MULTIPLE DOORS ON FIRE IN OGLESBY HALL AND WAS E VENTUALLY ARRESTED FOR ARSON.,,1000 Block COLLEGE CT,,URBANA,IL,,,40.099232,-88.220667,04/08/2011 12:25:02 PM,04/08/2011 06:56:08 PM,POINT (-88.220667 40.099232),23,Thursday,Arson,206477.0
4699,62303000,II1100591,04/10/2011 03:33:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,"""UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER OBSERVED SUSPICIOUS SUBJECTS IN VEHICLE AND CONDUCTE D SURVEILLANCE. OFFICER LATER INITIATED A TRAFFIC STOP ON TH E VEHICLE FOR FAILING TO SIGNAL WHEN TURNING. A CONCEALED, E ASILY ACCESSIBLE, AND LOADED FIREARM WAS LOCATED IN THE REAR POUCH OF THE FRONT PASSENGER SEAR. ONE SUBJECT, WHO CLAIMED POSSESSION AND HAD NO FOID CARD WAS ARRESTED FOR AGGRAVATED UNLAWFUL USE OF WEAPONS. FIVE SUBJECTS WERE ISSUED U OF I NO TRESPASS LETTERS.""",,GREEN E & THIRD,,URBANA,IL,,,40.110245,-88.235385,04/12/2011 02:00:02 PM,04/12/2011 02:03:57 PM,POINT (-88.235385 40.110245),3,Sunday,Weapons Offense,206477.0
4705,62304316,II1100588,04/09/2011 09:03:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER INITIATED A TRAFFIC STOP AND THE DRIVER WAS SUBSEQUE NTLY ARRESTED AFTER DRUG PARAPHERNALIA WAS FOUND IN THE VEHI CLE. DRIVER WAS ALSO CHARGED WITH UNLAWFUL USE OF WEAPON AFT ER BRASS KNUCKLES WERE FOUND IN HIS POCKET.,,1100 Block THIRD ST S,,URBANA,IL,,,40.104107,-88.235518,04/12/2011 02:35:02 PM,04/12/2011 02:35:03 PM,POINT (-88.235518 40.104107),21,Saturday,Weapons Offense,206477.0
4706,62304318,II1100590,04/09/2011 07:30:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS WERE DISPATCHED TO A BATTERY THAT JUST OCCURRED AT THE I-HOTEL. NO ARRESTS WERE MADE AT TIME OF INVESTIGATION.,,1900 Block FIRST S,,URBANA,IL,,,40.090884,-88.23821600000001,04/12/2011 02:35:02 PM,04/12/2011 02:35:03 PM,POINT (-88.238216 40.090884),19,Saturday,Assault,206477.0
4710,62305261,II1100578,04/08/2011 12:13:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>REQUEST TO REMOVE A DISORDERLY SUBJECT IN SHERMAN HALL. INDI VIDUAL WAS EVENTUALLY ARRESTED.,,900 Block FIFTH STREET S,,URBANA,IL,,,40.104563,-88.231937,04/12/2011 03:30:02 PM,04/12/2011 03:30:03 PM,POINT (-88.231937 40.104563),0,Friday,Assault,206477.0
4733,62961094,II1100615,04/13/2011 07:45:00 PM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>OFFICER RESPONDED TO IKENBERRY DINING HALL IN REFERENCE TO A SUBJECT WHO WAS BATTERED BY TWO UNKNOWN FEMALES, ONE OF WHIC H USED GASOLINE TO THROW ON HER.""",,FIRST S & GREGORY ST,,URBANA,IL,,,40.103896999999996,-88.23863399999999,04/17/2011 04:30:02 PM,04/19/2011 03:25:02 PM,POINT (-88.238634 40.103897),19,Wednesday,Assault,206477.0
4735,62961096,II1100628,04/15/2011 11:15:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>DURING AN ARREST BY UI NARCOTICS UNIT, THE SUSPECT ATTEMPTED TO FLEE IN HIS VEHICLE. THE VEHICLE MIRROR BRUSHED AN OFFIC ER WHO WAS ON FOOT. SUSPECT WAS TAKEN INTO CUSTODY AND ARRES TED.""",,300 Block GREEN E,,URBANA,IL,,,40.110245,-88.235385,04/17/2011 04:30:02 PM,04/19/2011 03:25:02 PM,POINT (-88.235385 40.110245),11,Friday,Assault,206477.0
4750,63129660,II1100668,04/19/2011 05:40:00 PM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>OFFICERS INVESTIGATED A REPORTD BATTERY OF A DELIVERY DRIVER THAT OCCURRED AT ASHTON WOODS. TWO (2) SUSPECTS WERE LOCATED AND ARRESTED FOR MOB ACTION. THERE WERE OTHER CRIMINAL CHARG ES THAT WERE ISSUED, THAT WERE RELATED TO THIS INCIDENT. THE TWO (2) SUSPECTS WERE TRANSPORTED TO CCSO.""",,FIRST STREET S & GERTY DR/E. WINDSOR,,URBANA,IL,61802.0,,40.0840412,-88.15154609999999,04/20/2011 06:40:02 PM,04/20/2011 06:40:02 PM,POINT (-88.151546 40.084041),17,Tuesday,Assault,
4760,63129673,II1100652,04/18/2011 04:00:00 AM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>INTOXICATED 18 YR OLD RETURNED TO RESIDENCE HALL AND BATTERED ROOMMATE OVER AN IMAGINED INSULT. WHEN R.A. INTERVENED, SUSPECT BATTERED R.A.  NO INJURIES.  VICTIMS REQUESTED NO CRIMINAL CHARGES.""",,GREGORY DR E & FIRST / EUCLID,,URBANA,IL,,,40.104096999999996,-88.23759,04/20/2011 06:40:02 PM,04/20/2011 06:40:05 PM,POINT (-88.23759 40.104097),4,Monday,Assault,206477.0
4807,63692624,II1100717,04/27/2011 02:08:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,"""POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA - OFFICER OBSERVED SUBJECT URINATING IN C7. OFFICER MADE CONTACT WITH INTOXICATED SUBJECT. SUBJECT CARRYING WATER BO TTLE CONTAINING A LIGHT BROWN LIQUID WHICH SMELL OF THE ODOR OF ALCOHOLIC BEVERAGES.  BEFORE SMELLING LIQUID, OFFICER AS KED AND SUBJECT REFUSED TO EXPLAIN.  FROM OFFICER'S EXPERIEN CE AND TRAIN, HE BELIEVED THE WATER BOTTLE TO CONTAIN ALCOHO LIC BEVERAGES UPON FIRST OBSERVATION.""",,800 Block SIXTH ST S,,URBANA,IL,,,40.107969,-88.230345,04/27/2011 04:15:01 PM,04/27/2011 04:15:02 PM,POINT (-88.230345 40.107969),2,Wednesday,Liquor,206477.0
4834,63972613,II1100729,04/28/2011 12:06:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,"""POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA - SUBJECT WAS ARRESTED FOR OBSTRUCTING A POLICE OFFICER. SEARCH INCIDENT TO ARREST AND A METAL FLASK CONTAINING LIQ UOR WAS IN BACK PANTS POCKET.  SUBJECT WAS STANDING IN THE 8 00 BLOCK S WRIGHT ST ON THE WEST SIDE SIDEWALK, A PUBLIC PLA CE.  FLASK WAS APPROXIMATELY 1/3 FULL.""",,800 Block WRIGHT ST S,,URBANA,IL,,,40.107981,-88.228853,05/02/2011 07:05:03 PM,05/02/2011 07:50:23 PM,POINT (-88.228853 40.107981),0,Thursday,Liquor,206477.0
4838,63972623,II1100337,03/04/2011 08:30:00 PM,[UIPD] SEARCH WARRANT SERVICE,SEARCH WARRANT SERVICE             <BR/><BR/> SEARCH WARRANT,,1200 Block EUCLID,,URBANA,IL,,,40.104012,-88.234477,05/02/2011 07:05:03 PM,05/02/2011 07:50:25 PM,POINT (-88.234477 40.104012),20,Friday,Other,206477.0
4851,641929497,II1402349,12/20/2014 01:09:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>OFFICER OBSERVED A SUBJECT, WHO APPEARED TO BE INTOXICATED, AT FIRST AND JOHN LEANING ON A TREE. OFFICER MADE CONTACT WI TH THE SUBJECT TO CHECK HIS WELFARE. SUBJECT WAS LATER ARRES TED FOR AGGRAVATED BATTERY AND RESISTING/OBSTRUCTING A POLICE OFFICER.""",,FIRST ST & JOHN ST,,URBANA,IL,,,40.109,-88.2387,12/21/2014 01:53:09 PM,12/21/2014 02:00:53 PM,POINT (-88.2387 40.109),1,Saturday,Assault,206477.0
4885,65395162,II1100827,05/08/2011 10:56:00 AM,[UIPD] BOMB THREAT,BOMB THREAT                        <BR/><BR/> BOMB THREAT WROTE ON MEN'S ROOM BATHROOM STALL DOOR,,1400 Block GREEN W,,URBANA,IL,,,40.110316999999995,-88.228874,05/10/2011 05:20:02 PM,05/10/2011 08:28:40 PM,POINT (-88.228874 40.110317),10,Sunday,Disorder,206477.0
4908,868474254,II1800914,08/24/2018 03:01:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,"UNLAWFUL USE OF WEAPONS <BR/><BR/>DURING A TRAFFIC STOP, A LOADED HANDGUN WAS LOCATED ON A MAL E SITTING IN THE REAR PASSENGER SEAT OF VEHICLE. THE MALE RESISTED OFFICERS AND WAS ARRESTED ON SCENE.",,FIFTH ST & UNIVERSITY AVE,,URBANA,IL,,,40.1163,-88.2336,08/27/2018 12:02:04 PM,08/27/2018 12:02:04 PM,POINT (-88.2336 40.1163),3,Friday,Weapons Offense,206477.0
4971,71053829,II1101032,06/18/2011 02:19:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICER OBSERVED A FEMALE SWING AT A MALE AT FOURTH AND GREE N IN CHAMPAIGN. THE FEMALE WAS ARRESTED FOR AGGRAVATED BATTE RY.,,300 Block GREEN E,,URBANA,IL,,,40.110246999999994,-88.235159,06/18/2011 07:50:02 PM,06/18/2011 07:50:03 PM,POINT (-88.235159 40.110247),2,Saturday,Assault,206477.0
5001,73052130,II1101128,07/09/2011 12:49:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA FOR POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINES S PARKING LOTS.,,800 Block SIXTH,,URBANA,IL,,,40.109079,-88.230367,07/12/2011 07:30:02 PM,07/12/2011 07:30:11 PM,POINT (-88.230367 40.109079),0,Saturday,Liquor,206477.0
5019,73412737,II1101168,07/17/2011 12:33:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA ISSUED FOR POSSESSION ON PUBLIC PROPERTY.,,800 Block SIXTH ST S,,URBANA,IL,,,40.107969,-88.230345,07/17/2011 12:40:18 PM,07/17/2011 12:40:19 PM,POINT (-88.230345 40.107969),0,Sunday,Liquor,206477.0
5034,74956919,II1101201,07/23/2011 12:28:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--ALCOHOL ON PUBLIC PROPERTY,,800 Block SIXTH S,,URBANA,IL,,,40.107969,-88.230345,07/25/2011 05:00:01 PM,07/25/2011 05:00:03 PM,POINT (-88.230345 40.107969),0,Saturday,Liquor,206477.0
5075,77296372,II1101330,08/16/2011 01:07:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA--POSSESSION OF ALCOHOL ON PUBLIC PROPERTY,,700 Block SIXTH S,,URBANA,IL,,,40.110288,-88.230391,08/17/2011 12:30:02 PM,08/17/2011 12:50:02 PM,POINT (-88.230391 40.110288),1,Tuesday,Liquor,206477.0
5079,77299842,II1000773,04/23/2010 12:50:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> CHAMPAIGN CITY NTA FOR POSSESSION ON PUBLIC PROPERTY,,900 Block THIRD ST S,,URBANA,IL,,,40.109035,-88.235373,08/17/2011 01:55:04 PM,08/17/2011 01:55:06 PM,POINT (-88.235373 40.109035),0,Friday,Liquor,206477.0
5169,78793669,II1101502,08/31/2011 12:16:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>OFFICERS ASSISTED AN INTOXICATED SUBJECT LOCATED AT PARKING GARAGE C-10, 510 E DANIEL ST, CHAMPAIGN. SUBJECT WAS TRANSPO RTED TO PROVENA COVENANT MEDICAL CENTER, 1400 W PARK STREET, URBANA. UPON ARRIVAL SUBJECT SHOVED MEDICAL PERSONNEL AND FLED ON FOOT. HE WAS LATER LOCATED AND ARRESTED.""",,DANIEL E & FIFTH STREET,,URBANA,IL,,,40.107956,-88.23200899999999,09/01/2011 03:10:01 PM,09/01/2011 03:10:02 PM,POINT (-88.232009 40.107956),0,Wednesday,Assault,206477.0
5183,79200234,II1101556,09/04/2011 12:13:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA: POSSESSION PROHIBITED ON PUBLIC PROPERTY,,1000 Block OAK,,URBANA,IL,61820.0,,40.1064987,-88.241519,09/05/2011 08:05:01 PM,09/05/2011 08:05:02 PM,POINT (-88.241519 40.106499),0,Sunday,Liquor,206477.0
5196,79335916,II1101562,09/04/2011 09:21:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/> NTA: POSSESSION PROHIBITED ON PUBLIC PROPERTY,,100 Block DANIEL E,,URBANA,IL,,,40.107907,-88.238672,09/07/2011 04:15:01 PM,09/07/2011 04:15:03 PM,POINT (-88.238672 40.107907),21,Sunday,Liquor,206477.0
5208,79675753,II1101613,09/10/2011 12:13:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>AGGRAVATED BATTERY, POSSESSIONOF CANNABIS, RESISTING A PEACE OFFICER. ONE SUSPECT ARRESTED.""",,DANIEL & SIXTH,,URBANA,IL,,,40.107969,-88.230345,09/11/2011 04:35:02 PM,09/11/2011 04:35:03 PM,POINT (-88.230345 40.107969),0,Saturday,Assault,206477.0
5256,82173381,II1101626,09/11/2011 03:35:00 AM,[UIPD] BATTERY-AGGRAVATED,"""BATTERY-AGGRAVATED                 <BR/><BR/>SEVERAL SUBJECTS WERE SEEN FLEEING AN APARTMENT. THREE OF TH E SUBJECTS WERE LATER ARRESTED FOR MOB ACTION, HOME INVASION , AND BURGLARY.""",,300 Block WHITE ST E,,URBANA,IL,,,40.114415,-88.235259,09/23/2011 07:46:42 PM,09/23/2011 07:46:42 PM,POINT (-88.235259 40.114415),3,Sunday,Assault,206477.0
5282,83059517,II1101821,09/30/2011 06:42:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,"""UNLAWFUL USE OF WEAPONS            <BR/><BR/>FIREARM WITH A LOADED MAGAZINE, ALONG WITH 37 MDMA TABLETS A ND 41 BAGS OF SUSPECT CANNABIS WERE LOCATED IN A TRASH CAN A T A BUSINESS. ONE SUBJECT WAS ARRESTED AND THE FIREARM WAS F OUND TO BE STOLEN.""",,200 Block GREEN E,,URBANA,IL,,,40.110232,-88.236939,10/01/2011 03:30:02 PM,10/01/2011 03:30:03 PM,POINT (-88.236939 40.110232),18,Friday,Weapons Offense,206477.0
5374,85535297,II1102130,10/29/2011 12:14:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA FPR POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINES S PARKING LOTS,,300 Block ARMORY E,,URBANA,IL,,,40.105406,-88.234499,10/30/2011 03:35:02 PM,10/30/2011 03:35:03 PM,POINT (-88.234499 40.105406),0,Saturday,Liquor,206477.0
5419,87048684,II1102238,11/12/2011 01:35:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,"""UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICERS ARRESTED A MAN FOR DISORDERLY CONDUCT, POSSESSION O F CANNABIS, POSSESSION OF DRUG PARAPHERNALIA, AND UNLAWFUL U SE OF WEAPONS.""",,OAK S & KIRBY AVE,,URBANA,IL,,,40.098052,-88.241447,11/13/2011 07:25:02 PM,11/13/2011 07:25:03 PM,POINT (-88.241447 40.098052),13,Saturday,Weapons Offense,206477.0
5434,87155563,II1102218,12/06/2010 12:00:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>TWO FEMALE BUILDING SERVICE WORKERS (BSW) REPORTED THAT A MA LE BSW WAS SEXUALLY HARASSING THEM BY MAKING LEWD COMMENTS A ND TOUCHING THEM INAPPROPRIATELY.,,100 Block GREGORY E,,URBANA,IL,,,40.104094,-88.238636,11/15/2011 03:50:02 PM,11/15/2011 03:50:03 PM,POINT (-88.238636 40.104094),0,Monday,Assault,206477.0
5488,89228727,II1102413,12/03/2011 12:45:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> VICTIM REPORTED A BATTERY THAT OCCURED THE PREVIOUS EVENING.,,1000 Block LINCOLN S,,URBANA,IL,,,40.104563,-88.219197,12/04/2011 03:30:02 PM,12/04/2011 03:30:02 PM,POINT (-88.219197 40.104563),0,Saturday,Assault,206477.0
5539,90979570,II1102507,12/16/2011 08:44:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>A MALE WAS ARRESTED FOR BATTERY AND ISSUED A LETTER OF NO TR ESPASS FOR UI PROPERTY.,,1400 Block GREEN W,,URBANA,IL,,,40.110316999999995,-88.228874,12/17/2011 01:44:52 PM,12/17/2011 01:44:54 PM,POINT (-88.228874 40.110317),8,Friday,Assault,206477.0
5558,91989952,II1200002,01/01/2012 01:09:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICERS RESPONDED TO THE FIRE STATION TO ASSIST CPD ON A FI GHT IN PROGRESS. TWO INDIVIDUALS ARRESTED FOR AGGRAVATED BAT TERY AND RESISTING & OBSTRUCTING A PEACE OFFICER.,,500 Block JOHN E,,URBANA,IL,,,40.109068,-88.23185,01/03/2012 03:20:02 PM,01/03/2012 03:20:02 PM,POINT (-88.23185 40.109068),1,Sunday,Assault,206477.0
5561,92076049,II1200016,01/04/2012 03:17:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER OBSERVED A BATTERY IN THE 1200 BLOCK OF SOUTH FIRST ST. ONE SUBJECT WAS ARRESTED.,,1200 Block FOURTH S,,URBANA,IL,,,40.104127000000005,-88.23343,01/04/2012 05:05:02 PM,01/04/2012 05:05:03 PM,POINT (-88.23343 40.104127),3,Wednesday,Assault,206477.0
5641,97277887,II1200197,10/20/2011 12:00:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>PARENTS OF PHYSICALLY DISABLED (CP) STUDENT CAME IN TO REPOR THEIR SON MAY HAVE BEEN PHYSICALLY ABUSED BY ANOTHER STUDENT PERFORMING AS A PERSONAL ASSISTANT.,,1000 Block GREEN W,,URBANA,IL,,,40.110548,-88.220541,02/05/2012 01:45:02 PM,02/05/2012 01:54:18 PM,POINT (-88.220541 40.110548),12,Thursday,Assault,206477.0
